name,category,current_price,old_price,discount,rating,review_count,is_official_store,url
WeightWorld Vitamine D3 K2 (MK7) Extra Fort Système Immunitaire 240 Comprimés,Health & Beauty,299.0,999.0,70.0,5.0,3.0,False,https://www.jumia.ma/weightworld-vitamine-d3-k2-mk7-extra-fort-systeme-immunitaire-240-comprimes-67145018.html
"Veilleuse Rechargeable USB Lampe de chevet en silicone Alimentaire  Enfants / Adultes. Spongieuse, Mignonne. Ne perturbe pas le sommeil. Couleurs Fixes et Changeantes, Chaudes - Apaisantes - Anti-stress",Baby Products,89.0,300.0,70.0,4.4,13.0,False,https://www.jumia.ma/generic-veilleuse-rechargeable-usb-lampe-de-chevet-en-silicone-alimentaire-enfants-adultes.-spongieuse-mignonne.-ne-perturbe-pas-le-sommeil.-couleurs-fixes-et-changeantes-chaudes-apaisantes-anti-stress-65829960.html
Koton Manteau  Rose Pour Bebe Fille,Baby Products,269.0,899.0,70.0,4.5,2.0,True,https://www.jumia.ma/koton-manteau-rose-pour-bebe-fille-65645495.html
Bâton de lumière RGB avec support trépied 2m LED colorée éclairage de photographie et vidéo,Electronics,223.0,716.0,69.0,5.0,2.0,False,https://www.jumia.ma/generic-baton-de-lumiere-rgb-avec-support-trepied-2m-led-coloree-eclairage-de-photographie-et-video-63241798.html
G10 G10S Pro Voice Remote Control 2.4G Wireless Air Mouse Gyroscope IR Learning for Android tv box,Electronics,63.0,199.0,68.0,5.0,2.0,False,https://www.jumia.ma/generic-g10-g10s-pro-voice-remote-control-2.4g-wireless-air-mouse-gyroscope-ir-learning-for-android-tv-box-39681551.html
Twolf Clavier Gaming Mécanique T61 Format 60 % – 63 Touches – lumineuse Rétroéclairage  RGB – Blue Switch anti-ghosting  Connexion USB Filaire,Computing,207.0,650.0,68.0,4.0,8.0,False,https://www.jumia.ma/twolf-clavier-gaming-mecanique-t61-format-60-63-touches-lumineuse-retroeclairage-rgb-blue-switch-anti-ghosting-connexion-usb-filaire-67126694.html
"Sac pour pc portable, mallette pour pc, cartable, sacoche - 15 POUCES",Computing,97.0,299.0,68.0,3.7,39.0,False,https://www.jumia.ma/generic-sac-pour-pc-portable-mallette-pour-pc-cartable-sacoche-15-pouces-64800684.html
Survêtement femme Jogging En Molleton - Gris,Fashion,129.0,399.0,68.0,3.3,232.0,False,https://www.jumia.ma/generic-survetement-femme-jogging-en-molleton-gris-61893938.html
Capuchon en Silicone Analogue de Manette de Jeux ps4/ps5,Gaming,25.0,79.0,68.0,3.8,39.0,False,https://www.jumia.ma/generic-capuchon-en-silicone-analogue-de-manette-de-jeux-ps4ps5-52188860.html
"Bonnet en Silicone pour Natation pour Hommes et Femmes, Imperméable et Élastique",Sporting Goods,32.0,99.0,68.0,,,False,https://www.jumia.ma/generic-bonnet-en-silicone-pour-natation-pour-hommes-et-femmes-impermeable-et-elastique-66538691.html
"Peluche pieuvre réversible, Jouet en peluche Cadeau octopus happy&sad doll",Baby Products,65.0,200.0,68.0,5.0,2.0,False,https://www.jumia.ma/generic-peluche-pieuvre-reversible-jouet-en-peluche-cadeau-octopus-happysad-doll-42655566.html
2 x Softbox d’éclairage 50x70CM Professional avec 2 x trépied 2m + 2 x Lampe économique,Electronics,491.0,1495.0,67.0,4.3,15.0,False,https://www.jumia.ma/generic-2-x-softbox-declairage-50x70cm-professional-avec-2-x-trepied-2m-2-x-lampe-economique-47925432.html
Support pliable universel pour ordinateurs portables et tablettes Rotatif,Computing,131.1,399.0,67.0,4.2,9.0,False,https://www.jumia.ma/generic-support-pliable-universel-pour-ordinateurs-portables-et-tablettes-rotatif-65639846.html
Italy Home Design Bouilloire électrique en  verre transparent 2L 1500W,Home & Office,134.0,400.0,67.0,5.0,1.0,False,https://www.jumia.ma/italy-home-design-bouilloire-electrique-en-verre-transparent-2l-1500w-66105074.html
Tefal CREPIERE 28CM CERAMIQUE NOIR C4353902,Home & Office,99.9,299.0,67.0,,,True,https://www.jumia.ma/tefal-crepiere-28cm-ceramique-noir-c4353902-67374948.html
Italy Home Design Bouilloire électrique en  verre transparent 2L 1500W,Home & Office,134.0,400.0,67.0,5.0,1.0,False,https://www.jumia.ma/italy-home-design-bouilloire-electrique-en-verre-transparent-2l-1500w-66105074.html
"Pokemon Lampe de chevet Pokemon Pikachu, jouet lumineux pour enfants, cadeau d'anniversaire et de noël",Baby Products,39.9,120.0,67.0,3.6,17.0,False,https://www.jumia.ma/lampe-de-chevet-pokemon-pikachu-jouet-lumineux-pour-enfants-cadeau-danniversaire-et-de-noel-pokemon-mpg1480841.html
"REVOLUTION Support mural TV LED Galaxy N° 117B 14 à 42 pouces, 25kg, VESA",Electronics,59.0,173.0,66.0,,,False,https://www.jumia.ma/support-mural-tv-led-galaxy-n-117b-14-a-42-pouces-25kg-vesa-revolution-mpg1544944.html
"Bonnet de natation en Silicone, élastique, imperméable, pour hommes et femmes bleu rose",Sporting Goods,30.0,88.5,66.0,5.0,1.0,False,https://www.jumia.ma/generic-bonnet-de-natation-en-silicone-elastique-impermeable-pour-hommes-et-femmes-bleu-rose-65862864.html
Manette sans fil Bluetooth 3 en 1 pour téléphone contrôleur de jeu gaming pour iOS / Android / PC / PS3 / PS4 avec support téléphone,Phones & Tablets,105.0,300.0,65.0,4.6,16.0,False,https://www.jumia.ma/generic-manette-sans-fil-bluetooth-3-en-1-pour-telephone-controleur-de-jeu-gaming-pour-ios-android-pc-ps3-ps4-avec-support-telephone-65956247.html
"Souris rechargeable portable sans fil silencieuse compatible Bluetooth et USB 2,4 GHz.",Computing,52.0,150.0,65.0,4.4,62.0,False,https://www.jumia.ma/generic-souris-rechargeable-portable-sans-fil-silencieuse-compatible-bluetooth-et-usb-24-ghz.-64403344.html
"Câble Adaptateur USB 3.0 vers SATA III – Compatible SSD/HDD 2.5"" & 3.5"" avec Double USB et Port DC 12V/2A",Computing,69.45,199.0,65.0,4.3,8.0,False,https://www.jumia.ma/generic-cable-adaptateur-usb-3.0-vers-sata-iii-compatible-ssdhdd-2.5-3.5-avec-double-usb-et-port-dc-12v2a-66148760.html
"Pommeau de douche haute pression économique,douchette à 3 modes,brosse massage",Home & Office,35.0,99.0,65.0,4.0,9.0,False,https://www.jumia.ma/generic-pommeau-de-douche-haute-pression-economiquedouchette-a-3-modesbrosse-massage-67183369.html
pack 20 cintres Métal robuste avec chrome,Home & Office,26.0,73.5,65.0,4.0,5.0,False,https://www.jumia.ma/generic-pack-20-cintres-metal-robuste-avec-chrome-65596814.html
XIAOMI Power Bank 3 20000MAH 18W Fast Charge Entrée Micro USB/USB Type-C,Phones & Tablets,214.0,599.0,64.0,4.3,19.0,False,https://www.jumia.ma/power-bank-3-20000mah-18w-fast-charge-entree-micro-usbusb-type-c-xiaomi-mpg1235550.html
Trendyol Robe Pour Femme - Blanc,Fashion,109.0,300.0,64.0,4.6,9.0,True,https://www.jumia.ma/trendyol-robe-pour-femme-blanc-67156026.html
Trendyol Robe Pour Femme - Gris,Fashion,109.0,300.0,64.0,4.1,9.0,True,https://www.jumia.ma/trendyol-robe-pour-femme-gris-67156025.html
Trendyol Cardigan Pour Femme - Rose,Fashion,109.0,300.0,64.0,4.9,9.0,True,https://www.jumia.ma/trendyol-cardigan-pour-femme-rose-67156155.html
"Console de Jeu Portable Rétro R36S – Écran IPS 3,5”, +18000 Jeux, Processeur Quad-Core, Batterie Longue Durée, Sortie TV et Manettes Sans Fil",Gaming,399.0,1100.0,64.0,3.7,3.0,False,https://www.jumia.ma/generic-console-de-jeu-portable-retro-r36s-ecran-ips-35-18000-jeux-processeur-quad-core-batterie-longue-duree-sortie-tv-et-manettes-sans-fil-67169632.html
Mini projecteur HY300 portable Android 12 Wi-Fi 6 360 ULTRA HD 4K Bluetooth,Electronics,749.0,1999.0,63.0,4.2,6.0,False,https://www.jumia.ma/generic-mini-projecteur-hy300-portable-android-12-wi-fi-6-360-ultra-hd-4k-bluetooth-66015323.html
Tapis souris XXL Large 80CM × 30CM gaming mousepad tapis gamer XXl DESKTOP LAPTOP,Computing,55.0,150.0,63.0,4.2,28.0,False,https://www.jumia.ma/generic-tapis-souris-xxl-large-80cm-30cm-gaming-mousepad-tapis-gamer-xxl-desktop-laptop-66359768.html
Laptop stand NOIR Support ordinateur portable en alliage d'aluminium réglable,Computing,55.44,149.0,63.0,4.5,83.0,False,https://www.jumia.ma/generic-laptop-stand-noir-supportordinateur-portable-en-alliage-daluminiumreglable-58511312.html
"Souris Sans Fil Rechargeable Silencieuse – Ultra-Slim, DPI réglable, Ergonomique et Double Mode (Bluetooth + 2,4 GHz)",Computing,55.0,150.0,63.0,,,False,https://www.jumia.ma/generic-souris-sans-fil-rechargeable-silencieuse-ultra-slim-dpi-reglable-ergonomique-et-double-mode-bluetooth-24-ghz-67272572.html
Meuble 7 Couches pour Chaussures - Etagère de Rangement - Diaphragme Anti-poussière Porte de Dortoir,Home & Office,149.0,399.0,63.0,3.8,63.0,False,https://www.jumia.ma/meuble-7-couches-pour-chaussures-etagere-de-rangement-diaphragme-anti-poussiere-porte-de-dortoir-generic-mpg1517017.html
